position	var_name	gene_symbol	marker_name	ensembl_gene_id	highly_variable
16093	tap1	tap1	tap1	ENSDARG00000079766	0
16094	si:ch73-296e2.3	si:ch73-296e2.3	si:ch73-296e2.3	ENSDARG00000079769	0
16095	pea15	pea15	pea15	ENSDARG00000079771	0
16096	nox5	nox5	nox5	ENSDARG00000079773	0
16097	map6d1	map6d1	map6d1	ENSDARG00000079777	0
16098	radil	radil	radil	ENSDARG00000079779	0
16099	hnrnpul1l	hnrnpul1l	hnrnpul1l	ENSDARG00000079780	0
16100	slitrk4	slitrk4	slitrk4	ENSDARG00000079781	0
16101	myh7l	myh7l	myh7l	ENSDARG00000079782	1
16102	isg20	isg20	isg20	ENSDARG00000079783	0
16103	si:ch211-235o23.1	tmem71	tmem71	ENSDARG00000079784	0
16104	si:dkeyp-73a2.2	si:dkeyp-73a2.2	si:dkeyp-73a2.2	ENSDARG00000079785	0
16105	fam171a1	fam171a1	fam171a1	ENSDARG00000079788	0
16106	LO018102.1	plpp1b	plpp1b	ENSDARG00000079790	0
16107	si:ch211-176g6.2	radil2b	radil2b	ENSDARG00000079791	0
16108	CABZ01033206.1	vstm5	vstm5	ENSDARG00000079795	0
16109	ldah	ldah	ldah	ENSDARG00000079796	0
16110	aanat2	aanat2	aanat2	ENSDARG00000079802	0
16111	tagln3a	tagln3a	tagln3a	ENSDARG00000079805	0
16112	si:ch73-208g10.1	si:ch73-208g10.1	si:ch73-208g10.1	ENSDARG00000079808	0
16113	micall1a	micall1a	micall1a	ENSDARG00000079811	0
16114	lyrm7	lyrm7	lyrm7	ENSDARG00000079815	0
16115	rhbdd3	rhbdd3	rhbdd3	ENSDARG00000079816	0
16116	helq	helq	helq	ENSDARG00000079818	0
16117	mrps36	kgd4	kgd4	ENSDARG00000079823	0
16118	ninj2	ninj2	ninj2	ENSDARG00000079824	0
16119	gpr174	gpr174	gpr174	ENSDARG00000079826	0
16120	srbd1	srbd1	srbd1	ENSDARG00000079827	0
16121	ccr2	ccr2	ccr2	ENSDARG00000079829	0
16122	kdf1a	kdf1a	kdf1a	ENSDARG00000079834	0
16123	man2c1	man2c1	man2c1	ENSDARG00000079835	0
16124	arrdc1b	arrdc1b	arrdc1b	ENSDARG00000079839	0
16125	kcnma1a	kcnma1a	kcnma1a	ENSDARG00000079840	1
16126	igl4v8-1	si:dkey-234i14.9	si:dkey-234i14.9	ENSDARG00000079843	0
16127	zgc:194578	epn1b	epn1b	ENSDARG00000079847	0
16128	gmps	gmps	gmps	ENSDARG00000079848	0
16129	nrtn	nrtn	nrtn	ENSDARG00000079849	0
16130	dchs1b	dchs1b	dchs1b	ENSDARG00000079850	1
16131	scyl1	scyl1	scyl1	ENSDARG00000079854	0
16132	si:ch211-189k9.2	sanbr	sanbr	ENSDARG00000079857	0
16133	tmem163a	tmem163a	tmem163a	ENSDARG00000079858	0
16134	ppp1r16b	ppp1r16b	ppp1r16b	ENSDARG00000079860	0
16135	kl	kl	kl	ENSDARG00000079862	0
16136	si:ch211-218o21.4	si:ch211-218o21.4	si:ch211-218o21.4	ENSDARG00000079869	0
16137	rapgef4	rapgef4a	rapgef4a	ENSDARG00000079872	0
16138	SLC29A4	slc29a4b	slc29a4b	ENSDARG00000079873	0
16139	CU855878.1	c2cd4cp	c2cd4cp	ENSDARG00000079876	0
16140	tmem151bb	tmem151bb	tmem151bb	ENSDARG00000079878	0
16141	tas2r200.1	tas2r200.1	tas2r200.1	ENSDARG00000079880	0
16142	tcaim	tcaim	tcaim	ENSDARG00000079881	0
16143	trim107	trim107	trim107	ENSDARG00000079884	0
16144	otulinb	otulinb	otulinb	ENSDARG00000079886	0
16145	phldb2a	phldb2a	phldb2a	ENSDARG00000079889	1
16146	dnajc6	dnajc6	dnajc6	ENSDARG00000079891	1
16147	si:dkey-183c2.4	plxnb2a.3	plxnb2a.3	ENSDARG00000079892	0
16148	ehbp1l1b	ehbp1l1b	ehbp1l1b	ENSDARG00000079895	0
16149	si:dkey-7k24.5	si:dkey-7k24.5	si:dkey-7k24.5	ENSDARG00000079897	0
16150	shroom4	shroom4	shroom4	ENSDARG00000079900	1
16151	si:ch73-15n24.1	si:ch73-15n24.1	si:ch73-15n24.1	ENSDARG00000079901	0
16152	si:ch73-343l4.2	dcsignlg	dcsignlg	ENSDARG00000079903	0
16153	mark2a	mark2a	mark2a	ENSDARG00000079905	0
16154	ptger4c	ptger4c	ptger4c	ENSDARG00000079907	0
16155	tmem151a	tmem151a	tmem151a-1	ENSDARG00000079908	0
16156	rapgefl1	rapgefl1	rapgefl1	ENSDARG00000079912	0
16157	stoml3a	stoml3a	stoml3a	ENSDARG00000079914	0
16158	pot1	pot1	pot1	ENSDARG00000079915	0
16159	rassf7a	rassf7a	rassf7a	ENSDARG00000079917	0
16160	klf4	klf4	klf4	ENSDARG00000079922	0
16161	AL954695.2	si:ch211-202n12.5	si:ch211-202n12.5	ENSDARG00000079925	0
16162	syt15	syt15	syt15	ENSDARG00000079926	0
16163	si:dkeyp-68b7.5	si:dkeyp-68b7.5	si:dkeyp-68b7.5	ENSDARG00000079930	0
16164	snx19b	snx19b	snx19b	ENSDARG00000079931	0
16165	zgc:152830	zgc:152830	zgc:152830	ENSDARG00000079932	0
16166	SLC46A3	si:dkey-5g14.1	si:dkey-5g14.1	ENSDARG00000079933	0
16167	zgc:162200	zgc:162200	zgc:162200	ENSDARG00000079934	0
16168	jmjd1cb	jmjd1cb	jmjd1cb	ENSDARG00000079939	0
16169	pjvk	pjvk	pjvk	ENSDARG00000079945	0
16170	sqlea	sqlea	sqlea	ENSDARG00000079946	0
16171	gfi1b	gfi1b	gfi1b	ENSDARG00000079947	0
16172	supt16h	supt16h	supt16h	ENSDARG00000079949	0
16173	eloal	eloal	eloal	ENSDARG00000079957	0
16174	doc2d	doc2g	doc2g	ENSDARG00000079962	1
16175	dlx2a	dlx2a	dlx2a	ENSDARG00000079964	0
16176	prkd3	prkd3	prkd3	ENSDARG00000079967	0
16177	nfatc2b	nfatc2b	nfatc2b	ENSDARG00000079972	0
16178	pus10	pus10	pus10	ENSDARG00000079973	0
16179	nhsb	nhsb	nhsb	ENSDARG00000079977	1
16180	samd10a	samd10a	samd10a	ENSDARG00000079978	0
16181	fam89a	fam89a	fam89a	ENSDARG00000079979	0
16182	si:ch211-202h22.9	si:ch211-202h22.9	si:ch211-202h22.9	ENSDARG00000079980	0
16183	agbl2	agbl2	agbl2	ENSDARG00000079983	0
16184	nrip2	nrip2	nrip2	ENSDARG00000079985	1
16185	igl3v5	igl3v5	igl3v5	ENSDARG00000079987	0
16186	senp6b	senp6b	senp6b	ENSDARG00000079992	0
16187	akap13	akap13b	akap13b	ENSDARG00000079994	0
16188	si:zfos-223e1.2	si:zfos-223e1.2	si:zfos-223e1.2	ENSDARG00000079997	0
16189	si:dkey-178e17.1	si:dkey-178e17.1	si:dkey-178e17.1	ENSDARG00000080000	0
16190	tmem41b	tmem41b	tmem41b	ENSDARG00000080006	0
16191	bahcc1b	bahcc1b	bahcc1b	ENSDARG00000080009	0
16192	adh5	adh5	adh5	ENSDARG00000080010	0
16193	lrrtm4l1	lrrtm4l1	lrrtm4l1	ENSDARG00000080015	0
16194	si:cabz01032454.3	si:cabz01032454.3	si:cabz01032454.3	ENSDARG00000080016	0
16195	kif16bb	kif16bb	kif16bb	ENSDARG00000080018	0
16196	UBA6	uba6	uba6	ENSDARG00000080019	0
16197	il13ra1	il13ra1	il13ra1	ENSDARG00000080020	0
16198	zmat3	zmat3	zmat3	ENSDARG00000080021	0
16199	BX927186.1	BX927186.1	bx927186.1	ENSDARG00000080031	0
16200	dre-mir-125b-2	mir125b-2	mir125b-2	ENSDARG00000080032	0
16201	FP102985.1	FP102985.1	fp102985.1	ENSDARG00000080037	0
16202	dre-let-7d-2	mirlet7d-2	mirlet7d-2	ENSDARG00000080038	0
16203	BX323544.1	BX323544.1	bx323544.1	ENSDARG00000080040	0
16204	dre-mir-192	mir192	mir192	ENSDARG00000080041	0
16205	BX548160.1	BX548160.1	bx548160.1	ENSDARG00000080044	0
16206	dre-mir-459	mir459	mir459	ENSDARG00000080051	0
16207	CR790377.1	CR790377.1	cr790377.1	ENSDARG00000080075	0
16208	dre-mir-133c	mir133c	mir133c	ENSDARG00000080081	0
16209	CR354585.1	CR354585.1	cr354585.1	ENSDARG00000080087	0
16210	CU326349.1	CU326349.1	cu326349.1	ENSDARG00000080093	0
16211	dre-mir-135c-1	mir135c-1	mir135c-1	ENSDARG00000080100	0
16212	CT030046.1	CT030046.1	ct030046.1	ENSDARG00000080109	0
16213	CR854831.1	CR854831.1	cr854831.1	ENSDARG00000080110	0
16214	NC_002333.1	NC_002333.1	nc_002333.1	ENSDARG00000080128	0
16215	CU466287.1	CU466287.1	cu466287.1	ENSDARG00000080129	0
16216	FO704757.1	FO704757.1	fo704757.1	ENSDARG00000080147	0
16217	NC_002333.2	NC_002333.2	nc_002333.2	ENSDARG00000080151	0
16218	dre-mir-29b-1	dre-mir-29b-1	dre-mir-29b-1	ENSDARG00000080152	0
16219	SNORD30	snord30	snord30	ENSDARG00000080156	0
16220	CT863714.1	CT863714.1	ct863714.1	ENSDARG00000080158	0
16221	dre-mir-15a-1	mir15a-1	mir15a-1	ENSDARG00000080168	0
16222	CR762493.1	CR762493.1	cr762493.1	ENSDARG00000080170	0
16223	BX005203.1	BX005203.1	bx005203.1	ENSDARG00000080172	0
16224	dre-mir-124-5	mir124-5	mir124-5	ENSDARG00000080174	0
16225	dre-mir-499	mir499a	mir499a	ENSDARG00000080181	0
16226	CR847523.1	CR847523.1	cr847523.1	ENSDARG00000080188	0
16227	CT033796.1	dre-mir-338-2	dre-mir-338-2	ENSDARG00000080195	0
16228	CR854851.1	CR854851.1	cr854851.1	ENSDARG00000080201	0
16229	CR450852.1	CR450852.1	cr450852.1	ENSDARG00000080203	0
16230	CU467861.1	snord75.1	snord75.1	ENSDARG00000080205	0
16231	BX511310.1	BX511310.1	bx511310.1	ENSDARG00000080218	0
16232	BX640521.1	BX640521.1	bx640521.1	ENSDARG00000080223	0
16233	BX842688.1	BX842688.1	bx842688.1	ENSDARG00000080225	0
16234	dre-let-7c-2	mirlet7c-2	mirlet7c-2	ENSDARG00000080238	0
16235	CU183074.1	CU183074.1	cu183074.1	ENSDARG00000080241	0
16236	CR381533.1	CR381533.1	cr381533.1	ENSDARG00000080245	0
16237	CR847548.1	CR847548.1	cr847548.1	ENSDARG00000080246	0
16238	CT025912.1	CT025912.1	ct025912.1	ENSDARG00000080256	0
16239	CR388209.1	CR388209.1	cr388209.1	ENSDARG00000080258	0
16240	BX276085.1	BX276085.1	bx276085.1	ENSDARG00000080276	0
16241	BX548077.1	BX548077.1	bx548077.1	ENSDARG00000080278	0
16242	BX005121.1	BX005121.1	bx005121.1	ENSDARG00000080287	0
16243	BX293991.1	BX293991.1	bx293991.1	ENSDARG00000080299	0
16244	BX004976.1	BX004976.1	bx004976.1	ENSDARG00000080309	0
16245	CU459001.1	CU459001.1	cu459001.1	ENSDARG00000080319	0
16246	NC_002333.3	NC_002333.3	nc_002333.3	ENSDARG00000080329	0
16247	NC_002333.4	mt-rnr2	mt-rnr2	ENSDARG00000080337	0
16248	CU861888.1	CU861888.1	cu861888.1	ENSDARG00000080345	0
16249	dre-mir-130b	mir130b	mir130b	ENSDARG00000080347	0
16250	dre-mir-456	mir456	mir456	ENSDARG00000080349	0
16251	BX927397.1	BX927397.1	bx927397.1	ENSDARG00000080351	0
16252	LO017875.1	LO017875.1	lo017875.1	ENSDARG00000080370	0
16253	CU929070.1	CU929070.1	cu929070.1	ENSDARG00000080372	0
16254	CR677591.1	CR677591.1	cr677591.1	ENSDARG00000080384	0
16255	NC_002333.5	NC_002333.5	nc_002333.5	ENSDARG00000080401	0
16256	BX004779.1	BX004779.1	bx004779.1	ENSDARG00000080404	0
16257	BX649610.1	BX649610.1	bx649610.1	ENSDARG00000080407	0
16258	snrnau11	snrnau11	snrnau11	ENSDARG00000080410	0
16259	FO082819.1	FO082819.1	fo082819.1	ENSDARG00000080413	0
16260	CR388062.1	CR388062.1	cr388062.1	ENSDARG00000080422	0
16261	BX530030.1	BX530030.1	bx530030.1	ENSDARG00000080423	0
16262	BX682556.1	BX682556.1	bx682556.1	ENSDARG00000080424	0
16263	AL845282.1	AL845282.1	al845282.1	ENSDARG00000080427	0
16264	FP085395.1	FP085395.1	fp085395.1	ENSDARG00000080448	0
16265	AL627132.1	AL627132.1	al627132.1	ENSDARG00000080449	0
16266	CT863714.2	CT863714.2	ct863714.2	ENSDARG00000080450	0
16267	mir140	mir140	mir140	ENSDARG00000080453	0
16268	CR936321.1	CR936321.1	cr936321.1	ENSDARG00000080462	0
16269	dre-mir-183	dre-mir-183	dre-mir-183	ENSDARG00000080467	0
16270	dre-mir-21-2	dre-mir-21-2	dre-mir-21-2	ENSDARG00000080484	0
16271	FO681336.1	FO681336.1	fo681336.1	ENSDARG00000080487	0
16272	dre-mir-141	mir141	mir141	ENSDARG00000080489	0
16273	CR388231.1	CR388231.1	cr388231.1	ENSDARG00000080493	0
16274	CU638697.1	CU638697.1	cu638697.1	ENSDARG00000080499	0
16275	AL929087.1	AL929087.1	al929087.1	ENSDARG00000080504	0
16276	dre-mir-125c	mir125c	mir125c	ENSDARG00000080508	0
16277	CR388165.2	CR388165.2	cr388165.2	ENSDARG00000080512	0
16278	dre-let-7j	mirlet7j	mirlet7j	ENSDARG00000080515	0
16279	CT027646.1	CT027646.1	ct027646.1	ENSDARG00000080523	0
16280	AL954715.2	snord31.1	snord31.1	ENSDARG00000080531	0
16281	FP236318.1	FP236318.1	fp236318.1	ENSDARG00000080532	0
16282	dre-mir-23a-1	mir23a-1	mir23a-1	ENSDARG00000080548	0
16283	dre-mir-153a	dre-mir-153a	dre-mir-153a	ENSDARG00000080551	0
16284	AL928952.1	rnu6ataca	rnu6ataca	ENSDARG00000080562	0
16285	dre-mir-212	dre-mir-212	dre-mir-212	ENSDARG00000080565	0
16286	dre-mir-731	dre-mir-731	dre-mir-731	ENSDARG00000080568	0
16287	CR533578.1	CR533578.1	cr533578.1	ENSDARG00000080572	0
16288	dre-mir-135c-2	mir135c-2	mir135c-2	ENSDARG00000080573	0
16289	dre-mir-455-2	mir455b	mir455b	ENSDARG00000080578	0
16290	dre-mir-26b	dre-mir-26b	dre-mir-26b	ENSDARG00000080579	0
16291	mir223	mir223	mir223	ENSDARG00000080589	0
16292	dre-mir-26a-1	dre-mir-26a-1	dre-mir-26a-1	ENSDARG00000080591	0
16293	dre-mir-9-3	mir9-3	mir9-3	ENSDARG00000080594	0
16294	dre-mir-24-3	mir24-3	mir24-3	ENSDARG00000080599	0
16295	dre-mir-724	dre-mir-724	dre-mir-724	ENSDARG00000080608	0
16296	dre-mir-9-2	mir9-2	mir9-2	ENSDARG00000080612	0
16297	NC_002333.6	NC_002333.6	nc_002333.6	ENSDARG00000080630	0
16298	BX324123.2	snord118b.4	snord118b.4	ENSDARG00000080633	0
16299	SNORD18C	SNORD18C	snord18c	ENSDARG00000080636	0
16300	dre-mir-10b-1	mir10b-1	mir10b-1	ENSDARG00000080641	0
16301	CR936240.1	CR936240.1	cr936240.1	ENSDARG00000080645	0
16302	CU640488.1	CU640488.1	cu640488.1	ENSDARG00000080647	0
16303	dre-mir-124-1	mir124-1	mir124-1	ENSDARG00000080655	0
16304	FP102966.1	FP102966.1	fp102966.1	ENSDARG00000080661	0
16305	CR848724.1	CR848724.1	cr848724.1	ENSDARG00000080664	0
16306	LO018430.1	LO018430.1	lo018430.1	ENSDARG00000080667	0
16307	si:dkey-71b5.7	otoa	otoa	ENSDARG00000080675	0
16308	dre-mir-730	mir730	mir730	ENSDARG00000080681	0
16309	CT030044.1	CT030044.1	ct030044.1	ENSDARG00000080682	0
16310	CR392029.1	CR392029.1	cr392029.1	ENSDARG00000080685	0
16311	AL954715.3	snord29	snord29	ENSDARG00000080698	0
16312	dre-mir-375-2	dre-mir-375-2	dre-mir-375-2	ENSDARG00000080708	0
16313	dre-mir-200c	mir200c	mir200c	ENSDARG00000080713	0
16314	NC_002333.7	NC_002333.7	nc_002333.7	ENSDARG00000080718	0
16315	CR762487.1	CR762487.1	cr762487.1	ENSDARG00000080727	0
16316	CR293534.1	CR293534.1	cr293534.1	ENSDARG00000080732	0
16317	BX470190.1	BX470190.1	bx470190.1	ENSDARG00000080738	0
16318	dre-mir-17a-2	mir17a-2	mir17a-2	ENSDARG00000080742	0
16319	BX470163.1	BX470163.1	bx470163.1	ENSDARG00000080744	0
16320	CU672266.1	CU672266.1	cu672266.1	ENSDARG00000080745	0
16321	dre-mir-181a-2	mir181a-2	mir181a-2	ENSDARG00000080758	0
16322	CR388189.1	CR388189.1	cr388189.1	ENSDARG00000080774	0
16323	CR847523.2	CR847523.2	cr847523.2	ENSDARG00000080775	0
16324	BX548038.1	BX548038.1	bx548038.1	ENSDARG00000080777	0
16325	CR548622.1	CR548622.1	cr548622.1	ENSDARG00000080781	0
16326	CU855930.1	mir16c	mir16c	ENSDARG00000080783	0
16327	CR388165.3	CR388165.3	cr388165.3	ENSDARG00000080787	0
16328	BX936417.1	BX936417.1	bx936417.1	ENSDARG00000080790	0
16329	BX510301.1	BX510301.1	bx510301.1	ENSDARG00000080804	0
16330	BX276180.1	BX276180.1	bx276180.1	ENSDARG00000080823	0
16331	dre-mir-27b	mir27b	mir27b	ENSDARG00000080833	0
16332	CR388102.1	CR388102.1	cr388102.1	ENSDARG00000080835	0
16333	dre-mir-152	dre-mir-152	dre-mir-152	ENSDARG00000080838	0
16334	CU638697.2	CU638697.2	cu638697.2	ENSDARG00000080840	0
16335	CR936250.1	CR936250.1	cr936250.1	ENSDARG00000080842	0
16336	dre-mir-194a	mir194a	mir194a	ENSDARG00000080851	0
16337	FP236318.2	FP236318.2	fp236318.2	ENSDARG00000080855	0
16338	dre-mir-1788	mir1788	mir1788	ENSDARG00000080888	0
16339	dre-let-7a-5	mirlet7a-5	mirlet7a-5	ENSDARG00000080890	0
16340	dre-mir-722	dre-mir-722	dre-mir-722	ENSDARG00000080893	0
16341	SNORD97	SNORD97	snord97	ENSDARG00000080895	0
16342	BX571711.1	BX571711.1	bx571711.1	ENSDARG00000080902	0
16343	BX548071.1	BX548071.1	bx548071.1	ENSDARG00000080918	0
16344	BX511240.1	BX511240.1	bx511240.1	ENSDARG00000080922	0
16345	dre-mir-24-1	mir24-1	mir24-1	ENSDARG00000080923	0
16346	CU467861.2	snord79.1	snord79.1	ENSDARG00000080924	0
16347	dre-mir-18b	mir18b	mir18b	ENSDARG00000080931	0
16348	BX005299.1	BX005299.1	bx005299.1	ENSDARG00000080933	0
16349	BX682556.2	BX682556.2	bx682556.2	ENSDARG00000080934	0
16350	SNORD36A	SNORD36A	snord36a	ENSDARG00000080936	0
16351	SNORD70B	SNORD70B	snord70b	ENSDARG00000080938	0
16352	CU462977.1	CU462977.1	cu462977.1	ENSDARG00000080942	0
16353	BX571803.1	BX571803.1	bx571803.1	ENSDARG00000080950	0
16354	dre-mir-30c	dre-mir-30c	dre-mir-30c	ENSDARG00000080952	0
16355	dre-mir-31	dre-mir-31	dre-mir-31	ENSDARG00000080961	0
16356	AL953867.2	AL953867.2	al953867.2	ENSDARG00000080977	0
16357	CR847546.1	rmrp	rmrp	ENSDARG00000080987	0
16358	CU929288.1	CU929288.1	cu929288.1	ENSDARG00000080999	0
16359	CR388102.2	CR388102.2	cr388102.2	ENSDARG00000081015	0
16360	BX663521.1	BX663521.1	bx663521.1	ENSDARG00000081029	0
16361	CR381647.1	CR381647.1	cr381647.1	ENSDARG00000081030	0
16362	LO018617.1	LO018617.1	lo018617.1	ENSDARG00000081032	0
16363	dre-mir-125a-2	mir125a-2	mir125a-2	ENSDARG00000081044	0
16364	dre-mir-135a	dre-mir-135a	dre-mir-135a	ENSDARG00000081047	0
16365	BX571720.1	BX571720.1	bx571720.1	ENSDARG00000081059	0
16366	BX571855.1	BX571855.1	bx571855.1	ENSDARG00000081067	0
16367	CU041319.1	CU041319.1	cu041319.1	ENSDARG00000081069	0
16368	CU207388.1	CU207388.1	cu207388.1	ENSDARG00000081078	0
16369	CR385068.1	CR385068.1	cr385068.1	ENSDARG00000081082	0
16370	dre-mir-728	dre-mir-728	dre-mir-728	ENSDARG00000081087	0
16371	dre-mir-182	dre-mir-182	dre-mir-182	ENSDARG00000081095	0
16372	CABZ01060030.1	CABZ01060030.1	cabz01060030.1	ENSDARG00000081096	0
16373	mir196d	mir196d	mir196d	ENSDARG00000081098	0
16374	CR848032.1	CR848032.1	cr848032.1	ENSDARG00000081103	0
16375	LO018201.1	LO018201.1	lo018201.1	ENSDARG00000081104	0
16376	dre-mir-204-1	mir204-1	mir204-1	ENSDARG00000081105	0
16377	BX663614.1	BX663614.1	bx663614.1	ENSDARG00000081106	0
16378	dre-mir-7b	dre-mir-7ba	dre-mir-7ba	ENSDARG00000081109	0
16379	CU695020.1	CU695020.1	cu695020.1	ENSDARG00000081119	0
16380	CR788281.1	CR788281.1	cr788281.1	ENSDARG00000081126	0
16381	dre-mir-181b-1	mir181b-1	mir181b-1	ENSDARG00000081145	0
16382	FP016208.1	FP016208.1	fp016208.1	ENSDARG00000081146	0
16383	CR847568.1	CR847568.1	cr847568.1	ENSDARG00000081158	0
16384	dre-mir-153c	mir153c	mir153c	ENSDARG00000081163	0
16385	BX510932.1	BX510932.1	bx510932.1	ENSDARG00000081177	0
16386	dre-mir-15b	dre-mir-15b	dre-mir-15b	ENSDARG00000081182	0
16387	dre-mir-132-1	dre-mir-132-1	dre-mir-132-1	ENSDARG00000081190	0
16388	BX323889.1	BX323889.1	bx323889.1	ENSDARG00000081192	0
16389	BX005056.1	BX005056.1	bx005056.1	ENSDARG00000081194	0
16390	AL935141.1	AL935141.1	al935141.1	ENSDARG00000081196	0
16391	CR450817.1	CR450817.1	cr450817.1	ENSDARG00000081202	0
16392	AL935186.2	AL935186.2	al935186.2	ENSDARG00000081218	0
16393	dre-mir-34a	mir34a	mir34a	ENSDARG00000081220	0
16394	dre-mir-26a-3	mir26a-3	mir26a-3	ENSDARG00000081224	0
16395	dre-mir-454b	mir454b	mir454b	ENSDARG00000081232	0
16396	AL807827.1	AL807827.1	al807827.1	ENSDARG00000081238	0
16397	BX649324.1	BX649324.1	bx649324.1	ENSDARG00000081240	0
16398	dre-mir-16b	mir16b	mir16b	ENSDARG00000081252	0
16399	CT573787.1	CT573787.1	ct573787.1	ENSDARG00000081256	0
16400	rn7sk	rn7sk	rn7sk	ENSDARG00000081270	0
16401	NC_002333.8	NC_002333.8	nc_002333.8	ENSDARG00000081280	0
16402	dre-mir-29b-2	dre-mir-29b3	dre-mir-29b3	ENSDARG00000081284	0
16403	CR456642.1	CR456642.1	cr456642.1	ENSDARG00000081294	0
16404	BX936308.1	si:ch211-152f6.6	si:ch211-152f6.6	ENSDARG00000081299	1
16405	MIR363	mir363	mir363	ENSDARG00000081303	0
16406	dre-mir-124-2	mir124-2	mir124-2	ENSDARG00000081311	0
16407	dre-mir-9-7	mir9-7	mir9-7	ENSDARG00000081313	0
16408	mir99-2	dre-mir-99-2	dre-mir-99-2	ENSDARG00000081315	0
16409	BX649296.1	BX649296.1	bx649296.1	ENSDARG00000081329	0
16410	dre-mir-138-1	dre-mir-138	dre-mir-138	ENSDARG00000081331	0
16411	LO018355.1	LO018355.1	lo018355.1	ENSDARG00000081335	0
16412	FO704615.1	FO704615.1	fo704615.1	ENSDARG00000081340	0
16413	mir196b	mir196b	mir196b	ENSDARG00000081346	0
16414	dre-mir-101b	mir101b	mir101b	ENSDARG00000081347	0
16415	dre-mir-125b-1	mir125b-1	mir125b-1	ENSDARG00000081350	0
16416	BX957285.1	BX957285.1	bx957285.1	ENSDARG00000081351	0
16417	dre-mir-9-5	mir9-5	mir9-5	ENSDARG00000081362	0
16418	dre-mir-15c	mir15c	mir15c	ENSDARG00000081366	0
16419	NC_002333.9	NC_002333.9	nc_002333.9	ENSDARG00000081369	0
16420	dre-mir-457b	mir457b	mir457b	ENSDARG00000081375	0
16421	BX324123.3	snord118b.3	snord118b.3	ENSDARG00000081379	0
16422	dre-mir-200a	mir200a	mir200a	ENSDARG00000081399	0
16423	BX511108.1	BX511108.1	bx511108.1	ENSDARG00000081405	0
16424	CR318600.2	CR318600.2	cr318600.2	ENSDARG00000081415	0
16425	dre-mir-124-3	mir124-3	mir124-3	ENSDARG00000081423	0
16426	CR388189.2	CR388189.2	cr388189.2	ENSDARG00000081431	0
16427	dre-mir-429a	dre-mir-429	dre-mir-429	ENSDARG00000081438	0
16428	CU469540.1	CU469540.1	cu469540.1	ENSDARG00000081440	0
16429	dre-let-7c-1	mirlet7c-1	mirlet7c-1	ENSDARG00000081442	0
16430	NC_002333.10	NC_002333.10	nc_002333.10	ENSDARG00000081443	0
16431	CU462817.1	CU462817.1	cu462817.1	ENSDARG00000081445	0
16432	CT027743.1	CT027743.1	ct027743.1	ENSDARG00000081450	0
16433	mir100-2	mir100-2	mir100-2	ENSDARG00000081453	0
16434	BX537293.1	BX537293.1	bx537293.1	ENSDARG00000081470	0
16435	CR847953.2	CR847953.2	cr847953.2	ENSDARG00000081473	0
16436	NC_002333.11	NC_002333.11	nc_002333.11	ENSDARG00000081475	0
16437	dre-mir-126a	mir126a	mir126a	ENSDARG00000081476	0
16438	dre-mir-23a-2	mir23a-2	mir23a-2	ENSDARG00000081477	0
16439	BX255944.1	BX255944.1	bx255944.1	ENSDARG00000081487	0
16440	dre-mir-301c	mir301c	mir301c	ENSDARG00000081488	0
16441	CU463182.1	CU463182.1	cu463182.1	ENSDARG00000081497	0
16442	dre-mir-375-1	dre-mir-375-1	dre-mir-375-1	ENSDARG00000081499	0
16443	dre-mir-100-1	mir100-1	mir100-1	ENSDARG00000081501	0
16444	FP236789.1	FP236789.1	fp236789.1	ENSDARG00000081507	0
16445	dre-mir-204-2	dre-mir-204-2	dre-mir-204-2	ENSDARG00000081512	0
16446	dre-mir-23b	dre-mir-23b	dre-mir-23b	ENSDARG00000081514	0
16447	BX649403.1	BX649403.1	bx649403.1	ENSDARG00000081518	0
16448	dre-mir-30d	mir30d	mir30d	ENSDARG00000081529	0
16449	dre-mir-181b-2	mir181b-2	mir181b-2	ENSDARG00000081534	0
16450	CU929110.1	CU929110.1	cu929110.1	ENSDARG00000081540	0
16451	CR352220.1	CR352220.1	cr352220.1	ENSDARG00000081568	0
16452	CU481774.1	CU481774.1	cu481774.1	ENSDARG00000081574	0
16453	CR385068.2	CR385068.2	cr385068.2	ENSDARG00000081580	0
16454	dre-mir-103	dre-mir-103	dre-mir-103	ENSDARG00000081583	0
16455	CR457452.1	CR457452.1	cr457452.1	ENSDARG00000081586	0
16456	dre-mir-144	mir144	mir144	ENSDARG00000081589	0
16457	FP236454.1	mir150	mir150	ENSDARG00000081593	0
16458	dre-mir-734	mir734	mir734	ENSDARG00000081597	0
16459	dre-mir-216a	dre-mir-216a	dre-mir-216a	ENSDARG00000081608	0
16460	CR790381.1	CR790381.1	cr790381.1	ENSDARG00000081613	0
16461	CR382296.1	CR382296.1	cr382296.1	ENSDARG00000081621	0
16462	CR388231.2	CR388231.2	cr388231.2	ENSDARG00000081623	0
16463	dre-mir-7a-3	mir7a-3	mir7a-3	ENSDARG00000081629	0
16464	dre-mir-190a	dre-mir-190a	dre-mir-190a	ENSDARG00000081636	0
16465	dre-mir-10c	mir10c	mir10c	ENSDARG00000081638	0
16466	BX470160.1	BX470160.1	bx470160.1	ENSDARG00000081644	0
16467	dre-mir-205	dre-mir-205	dre-mir-205	ENSDARG00000081646	0
16468	BX957326.1	BX957326.1	bx957326.1	ENSDARG00000081648	0
16469	CR759830.1	CR759830.1	cr759830.1	ENSDARG00000081654	0
